,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 8,VNE atom6 t_q = linear flat,VNE atom6 t_q = 8,VNE atom5 t_q = linear flat,VNE atom5 t_q = 8,VNE atom4 t_q = linear flat,VNE atom4 t_q = 8,VNE atom3 t_q = linear flat,VNE atom3 t_q = 8,VNE atom2 t_q = linear flat,VNE atom2 t_q = 8
14,0.014,0.003976364062738602,0.0039763642294338986,0.007206318216468666,0.007206318213322046,0.007295265065668105,0.007295268491313955,0.0072283870741285125,0.007228374773630905,0.007295265065667751,0.007296780760804082,0.0072063182164686,0.007790399076135303
15,0.015,0.004938871976106981,0.004938872283076448,0.00888500572421183,0.008885005739470812,0.009029603294094846,0.009029609523910569,0.008915161128835163,0.008915138926806468,0.009029603294095578,0.00903216528121736,0.008885005724212098,0.00970035380303703
16,0.016,0.0059540501579020445,0.005954050691091353,0.010624493914359115,0.0106244939837139,0.010850176127152666,0.010850186823692359,0.010663963704344272,0.010663926813883087,0.010850176127153135,0.01085435188716341,0.010624493914358985,0.01171383139275645
17,0.017,0.006985115599127361,0.006985116477876717,0.012352395996378152,0.012352396191954588,0.012691270594390259,0.01269128803285391,0.01240197312158597,0.012401916348278376,0.012691270594390392,0.01269787005244175,0.012352395996377783,0.013750061526054194
18,0.018000000000000002,0.007992258463776004,0.007992259844739438,0.013992374103349598,0.013992374556005119,0.01448290741874223,0.014482934539719262,0.014052190316189385,0.014052109231550494,0.014482907418742166,0.014493068148455465,0.01399237410334988,0.01571893259328859
19,0.019,0.00893563246038268,0.00893563453815576,0.015470076111766984,0.015470077039590347,0.01615595449253701,0.01615599488559291,0.015539397354029384,0.015539290168654027,0.01615595449253678,0.01617125321211088,0.015470076111766966,0.017527529046797358
20,0.02,0.00977836856328491,0.009778371566453305,0.01671895083668555,0.016718952578064748,0.017647083510718326,0.017647141302766085,0.01679602947585678,0.016795899597915543,0.017647083510718087,0.017669679507583174,0.01671895083668521,0.019087415561460406
21,0.021,0.010489328896829662,0.010489333078447224,0.017685382877026874,0.0176853859247645,0.018903150420516407,0.01890323004771862,0.01776740301443256,0.01776726211858454,0.018903150420516067,0.018935965433347884,0.017685382877027627,0.020322149735115758
22,0.022,0.011045351763729465,0.011045357385836911,0.01833267587236448,0.018332680903390283,0.019884671392696493,0.019884777243799376,0.018415824140559416,0.018415695388887605,0.01988467139269639,0.019931607761444266,0.018332675872364253,0.021174511155992243
23,0.023,0.011432794076721004,0.0114328013893846,0.01864354224942185,0.01864355014305099,0.02056816949822772,0.020568305430620902,0.01872322723847264,0.0187231481263656,0.020568169498227158,0.02063436355805711,0.01864354224942194,0.021612978486614306
24,0.024,0.011648247581985235,0.011648256798208769,0.01862091336082547,0.01862092519762685,0.02094726980338026,0.020947438550550132,0.018692142062788183,0.0186921662575894,0.020947269803380852,0.02103937009037966,0.018620913360825442,0.02163705481358945
25,0.025,0.011698383758075321,0.01169839502695122,0.018287050157783473,0.018287067191608313,0.02103251437579208,0.021032716885097048,0.018344950317312602,0.018345147869019165,0.021032514375791705,0.02115896396014183,0.01828705015778378,0.021281114857412693
26,0.026000000000000002,0.011598962814982832,0.011598976196212599,0.01768109551464208,0.017681119112490144,0.02084995150943164,0.020850186270781543,0.017721550012180943,0.017722005489980732,0.020849951509432144,0.021021240832124297,0.017681095514641514,0.020616494536996273
27,0.027,0.011373118844859531,0.011373134288239661,0.016855350738089102,0.016855382286420653,0.02043862731639293,0.020438889762321943,0.016875686336365582,0.016876494809693512,0.020438627316392132,0.02066746924040474,0.016855350738089324,0.019751516015446273
28,0.028,0.011049100335905122,0.011049117669348019,0.015870668571198388,0.0158707093529712,0.01984717657238487,0.019847458644508795,0.015870319388594012,0.015871580720430885,0.019847176572384884,0.020148541233683547,0.015870668571198388,0.018828976208066672
29,0.029,0.010657697736896753,0.010657716665952763,0.014791424081015948,0.014791475134546594,0.01912977638331219,0.019130066363986523,0.014772473415195391,0.014774286013853834,0.01912977638331184,0.019520713892837153,0.0147914240810165,0.01802028177499068
30,0.03,0.010229622513693665,0.010229642634273055,0.013680547878507516,0.013680609856254177,0.018341790419645912,0.018342073115663986,0.01364804440459418,0.013650500272132788,0.01834179041964594,0.018840970460187706,0.013680547878507645,0.017515008777341412
31,0.031,0.009793110156777605,0.009793130981075045,0.01259508208619837,0.012595155137482071,0.01753548698926083,0.01753574432241678,0.012557032518722588,0.012560215953970227,0.017535486989260773,0.01816240273070406,0.012595082086198346,0.017504756580376712
